NGA,PolityID,PolityName,Year,Note,polity-territories,polity-populations,population-of-the-largest-settlements,settlement-hierarchies,administrative-levels,religious-levels,military-levels,professional-military-officers,professional-soldiers,professional-priesthoods,full-time-bureaucrats,examination-systems,merit-promotions,specialized-government-buildings,formal-legal-codes,judges,courts,professional-lawyers,irrigation-systems,drinking-water-supplies,markets,food-storage-sites,roads,bridges,canals,ports,mines-or-quarries,mnemonic-devices,nonwritten-records,written-records,scripts,non-phonetic-writings,phonetic-alphabetic-writings,lists-tables-and-classifications,calendars,sacred-texts,religious-literatures,practical-literatures,histories,philosophies,scientific-literatures,fictions,articles,tokens,precious-metals,foreign-coins,indigenous-coins,paper-currencies,couriers,postal-stations,general-postal-services
,573,ru_golden_horde,1400,,6000000.0,598553.5858385904,75000.0,,4.786559397474163,1.0,6.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,,1.0,0.5,1.0,0.5,1.0,1.0,1.0
,265,kr_goryeo_k,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,265,kr_goryeo_k,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,265,kr_goryeo_k,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,867,lt_lithuania_grand_duc,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,833,it_tuscany_grand_duc,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,833,it_tuscany_grand_duc,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,833,it_tuscany_grand_duc,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,599,ru_moskva_mongolian_period,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,599,ru_moskva_mongolian_period,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,337,ru_moskva_rurik_dyn,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,337,ru_moskva_rurik_dyn,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,824,rs_serbia_k,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,824,rs_serbia_k,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,824,rs_serbia_k,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle Yellow River Valley,269,cn_ming_dyn,1400,,3900000.0,62279672.12272955,150000.0,7.0,5.0,3.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Middle Yellow River Valley,269,cn_ming_dyn,1500,,4127700.5255446834,50908700.0,672000.0,7.0,5.0,3.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Middle Yellow River Valley,269,cn_ming_dyn,1600,,3655000.0,94165347.35725968,706000.0,7.0,5.0,3.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
,813,cz_moravia_k,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle Yellow River Valley,268,cn_yuan_dyn,1300,,20811138.155559354,76038481.62303688,800000.0,,8.0,3.0,6.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,0.0
,624,zi_great_zimbabwe,1300,,50000.0,,2009.7494280066514,3.0,5.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,
,624,zi_great_zimbabwe,1400,,50000.0,,6873.872858176991,3.0,5.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,
,624,zi_great_zimbabwe,1500,,50000.0,,15673.88279939638,3.0,5.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,
Sogdiana,350,af_greco_bactrian_k,-200,,2200000.0,1640617.4702290953,48065.89081707434,3.0,5.774106581260217,1.0528841684263797,5.0,1.0,1.0,,1.0,0.0,0.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,0.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,0.0,,,
Middle Ganga,388,in_gupta_emp,400,,863861.2579339246,,150000.0,4.444686352389709,9.0,5.0,5.0,,,1.0,,,,1.0,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,
Middle Ganga,388,in_gupta_emp,500,,813249.0093313684,,150000.0,4.982114601274667,9.0,5.0,5.0,,,1.0,,,,1.0,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,
Middle Ganga,418,in_gurjara_pratihara_dyn,800,,1000000.0,,80000.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,0.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,
Middle Ganga,418,in_gurjara_pratihara_dyn,900,,1000000.0,,80000.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,0.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,
Middle Ganga,418,in_gurjara_pratihara_dyn,1000,,1000000.0,,72000.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,0.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,
,790,et_habesha,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,790,et_habesha,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,790,et_habesha,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,640,so_habr_yunis,1300,,,,3710.3427664512838,,5.356682490224528,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
,640,so_habr_yunis,1400,,,,3113.0533690471543,,5.084316826378766,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
,640,so_habr_yunis,1500,,,,3251.828136784667,,6.46210759244887,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
,640,so_habr_yunis,1600,,,,3518.3363930225187,,6.982500874955028,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
,640,so_habr_yunis,1700,,,,3284.3473170033785,,5.887981175586287,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
,640,so_habr_yunis,1800,,,,3334.642882425585,,5.692472369609968,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
,645,et_hadiya_sultanate,1300,,,,,,4.8239005979216065,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,
,645,et_hadiya_sultanate,1400,,,,,,4.502612089544014,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,
,645,et_hadiya_sultanate,1500,,,,,,5.110983106163137,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,
,645,et_hadiya_sultanate,1600,,,,,,4.603849858116985,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,
,228,tn_hafsid_dyn,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,228,tn_hafsid_dyn,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paris Basin,449,fr_hallstatt_a_b1,-1000,,981.3607165806084,190.0865437424374,100.0,1.7024141404903137,1.1889187307330795,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
Paris Basin,449,fr_hallstatt_a_b1,-900,,885.0168953040508,172.0761202994098,100.0,1.9200152390968845,1.5862496930691363,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
Paris Basin,450,fr_hallstatt_b2_3,-900,,1656.8394172587784,,436.7669794135943,2.609457432508077,2.9764757945531146,1.0,2.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
Paris Basin,450,fr_hallstatt_b2_3,-800,,1567.8665658536895,,566.5658895781122,2.023210868145258,2.0237193720817714,1.0,2.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
Paris Basin,450,fr_hallstatt_b2_3,-700,,1969.8374367565452,,821.5575166209808,2.2142750203798394,2.279686456613126,1.0,2.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
Paris Basin,451,fr_hallstatt_c,-700,,2805.3945473093245,3481.3919638873413,3715.276901833876,2.038700391883255,3.994458149909132,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
Paris Basin,451,fr_hallstatt_c,-600,,2804.0168176733555,4731.750067433464,3428.496371500341,2.0275126198785554,3.7573631238199474,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
Paris Basin,452,fr_hallstatt_d,-600,,7593.042652371744,,5000.0,,3.158813774746777,1.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,
Paris Basin,452,fr_hallstatt_d,-500,,7616.41322569821,,5000.0,,3.7877937001508575,1.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,
,644,et_harla_k,-10000,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-9900,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-9800,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-9700,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-9600,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-9500,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-9400,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-9300,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-9200,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-9100,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-9000,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-8900,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-8800,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-8700,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-8600,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-8500,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-8400,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-8300,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-8200,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-8100,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-8000,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-7900,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-7800,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-7700,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-7600,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-7500,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-7400,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-7300,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-7200,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-7100,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-7000,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-6900,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-6800,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-6700,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-6600,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-6500,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-6400,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-6300,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-6200,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-6100,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-6000,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-5900,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-5800,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-5700,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-5600,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-5500,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-5400,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-5300,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-5200,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-5100,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-5000,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-4900,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-4800,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-4700,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-4600,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-4500,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-4400,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-4300,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-4200,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-4100,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-4000,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-3900,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-3800,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-3700,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-3600,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-3500,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-3400,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-3300,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-3200,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-3100,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-3000,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
,644,et_harla_k,-2900,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,
