NGA,PolityID,PolityName,Year,Note,polity-territories,polity-populations,population-of-the-largest-settlements,settlement-hierarchies,administrative-levels,religious-levels,military-levels,professional-military-officers,professional-soldiers,professional-priesthoods,full-time-bureaucrats,examination-systems,merit-promotions,specialized-government-buildings,formal-legal-codes,judges,courts,professional-lawyers,irrigation-systems,drinking-water-supplies,markets,food-storage-sites,roads,bridges,canals,ports,mines-or-quarries,mnemonic-devices,nonwritten-records,written-records,scripts,non-phonetic-writings,phonetic-alphabetic-writings,lists-tables-and-classifications,calendars,sacred-texts,religious-literatures,practical-literatures,histories,philosophies,scientific-literatures,fictions,articles,tokens,precious-metals,foreign-coins,indigenous-coins,paper-currencies,couriers,postal-stations,general-postal-services
Konya Plain,160,tr_konya_eba,-2900,,,,,2.0,,,,,,,,0.0,0.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,,,,,0.0,0.0
Konya Plain,160,tr_konya_eba,-2800,,,,,2.0,,,,,,,,0.0,0.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,,,,,0.0,0.0
Konya Plain,160,tr_konya_eba,-2700,,,,,2.0,,,,,,,,0.0,0.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,,,,,0.0,0.0
Konya Plain,160,tr_konya_eba,-2600,,,,,2.0,,,,,,,,0.0,0.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,,,,,0.0,0.0
Konya Plain,160,tr_konya_eba,-2500,,,,,2.0,,,,,,,,0.0,0.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,,,,,0.0,0.0
Konya Plain,160,tr_konya_eba,-2400,,,,,2.0,,,,,,,,0.0,0.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,,,,,0.0,0.0
Konya Plain,160,tr_konya_eba,-2300,,,,,2.0,,,,,,,,0.0,0.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,,,,,0.0,0.0
Konya Plain,160,tr_konya_eba,-2200,,,,,2.0,,,,,,,,0.0,0.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,,,,,0.0,0.0
Konya Plain,160,tr_konya_eba,-2100,,,,,2.0,,,,,,,,0.0,0.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,,,,,0.0,0.0
Konya Plain,160,tr_konya_eba,-2000,,,,,2.0,,,,,,,,0.0,0.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,,1.0,,,,,0.0,0.0
Konya Plain,158,tr_konya_eca,-6000,,,3803.8262350417886,3466.121641922954,2.0,1.1769539237979194,1.0,1.6352461147624402,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Konya Plain,158,tr_konya_eca,-5900,,,3170.7960776144673,3509.3361486302333,2.0,1.4617379723741886,1.0,1.1257414430864283,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Konya Plain,158,tr_konya_eca,-5800,,,2967.0531771997894,3652.2464333343264,2.0,1.2891381222017082,1.0,1.1558217753016495,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Konya Plain,158,tr_konya_eca,-5700,,,3848.748535508381,3778.962019813579,2.0,1.5567076091290941,1.0,1.5917748206613664,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Konya Plain,158,tr_konya_eca,-5600,,,3103.560160602894,3578.443468120317,2.0,1.689178350972144,1.0,1.6785614716059123,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Konya Plain,158,tr_konya_eca,-5500,,,3337.123421987804,3569.948928806264,2.0,1.827513161495307,1.0,1.5816591070782555,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Konya Plain,155,tr_konya_enl,-9600,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-9500,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-9400,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-9300,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-9200,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-9100,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-9000,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-8900,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-8800,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-8700,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-8600,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-8500,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-8400,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-8300,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-8200,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-8100,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-8000,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-7900,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-7800,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-7700,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-7600,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-7500,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-7400,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-7300,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-7200,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-7100,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,155,tr_konya_enl,-7000,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0
Konya Plain,163,tr_konya_lba,-1500,,70521.38641864734,379118.6000706819,14180.297350904255,,3.0,3.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,
Konya Plain,163,tr_konya_lba,-1400,,59304.59752740801,319189.6598360251,16726.841552737114,,3.0,3.0,7.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,
Konya Plain,159,tr_konya_lca,-5500,,90.0,,2665.4313715443022,2.4975517244488614,2.664383403803886,1.937737629328922,2.655640488953625,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-5400,,90.0,,3673.53449660453,2.643826627732891,2.9239457170601426,1.3938704617526976,2.2355490323599465,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-5300,,90.0,,3092.8817436464365,2.8651673523343426,2.219199752599406,1.8660766910721711,2.89958991341557,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-5200,,90.0,,3590.506666790004,2.699409145536948,2.5726990972192763,1.7939618265103685,2.3366921956180344,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-5100,,90.0,,3685.80851113312,2.0627808436854678,2.515279560644285,1.7310884097922759,2.70235555931757,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-5000,,90.0,,3404.82010571705,2.9674998096035496,2.412748939514132,1.8480998841429082,2.0148954246494206,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-4900,,90.0,,2520.9046903646877,2.084623358073717,2.212639495493547,1.911197418248325,2.713829022622879,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-4800,,90.0,,2710.1551827609883,2.910288352045485,2.395642928316958,1.1750336216931814,2.423463006136336,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-4700,,90.0,,2901.371479051004,2.778818051225307,2.7091126279260878,1.8938579027787141,2.2858020395774927,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-4600,,90.0,,2682.6886061290916,2.46238225240036,2.6155830287601862,1.989868088291848,2.828062535518972,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-4500,,90.0,,3121.6448410066064,2.439025918348176,2.2118657217792532,1.123232362357034,2.947438491219054,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-4400,,90.0,,2632.6646145650475,2.5702527931661336,2.1888643513775676,1.1464197633464062,2.7627889788246764,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-4300,,90.0,,3336.3014579961446,2.24038367328003,2.069161327530357,1.6398157707680687,2.391166158991724,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-4200,,90.0,,3013.9267739269685,2.618651876874971,2.93795022799701,1.0891437595424192,2.17114498516307,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-4100,,90.0,,3496.294935019272,2.425338957307576,2.041478798221997,1.8932753454400664,2.3235844480451338,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-4000,,90.0,,2843.8481834252843,2.8591111060146805,2.207483187057254,1.5547527089312043,2.1729707792008544,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-3900,,90.0,,2601.608158015199,2.7994916537900965,2.7009303212686095,1.4371406247850682,2.815094470085423,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-3800,,90.0,,2737.620106268285,2.0593358409120173,2.3977829939167954,1.121961495407015,2.303586312010555,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-3700,,90.0,,2753.691326301405,2.4309871111449963,2.8714411683137087,1.484388585475085,2.038632513371807,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-3600,,90.0,,2584.798908515696,2.084138813013423,2.42459658252548,1.375562253448002,2.7052694019397894,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-3500,,90.0,,3311.8779434518838,2.9443934125718965,2.386793162730359,1.1077392779543385,2.7842865019013314,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-3400,,90.0,,3249.0507741145907,2.1792524030103677,2.7337906758310146,1.260822011504994,2.485776843253723,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-3300,,90.0,,2837.039044323111,2.123437179220394,2.88591794476256,1.7747224234330945,2.432284696947413,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-3200,,90.0,,3195.2572756911823,2.655947483323198,2.2536134967193475,1.8107716648180179,2.9608715565909796,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-3100,,90.0,,3266.176216530425,2.16970055342018,2.0268794438402757,1.7789172997028029,2.5150895883958873,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,159,tr_konya_lca,-3000,,90.0,,3137.7234881836425,2.149071265408187,2.861103465158152,1.0458822748052308,2.769383156118444,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0
Konya Plain,157,tr_konya_lnl,-6600,,,3713.2172611344195,5703.353719135166,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0
Konya Plain,157,tr_konya_lnl,-6500,,,3181.317621971913,6012.870820668904,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0
Konya Plain,157,tr_konya_lnl,-6400,,,3339.926569482368,5960.354260182292,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0
Konya Plain,157,tr_konya_lnl,-6300,,,2703.832659086924,5435.879893117493,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0
Konya Plain,157,tr_konya_lnl,-6200,,,3397.1719741570914,3914.6473056637046,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0
Konya Plain,157,tr_konya_lnl,-6100,,,3083.3873630073513,3886.42062566995,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0
Konya Plain,157,tr_konya_lnl,-6000,,,3027.723648795524,4227.510638391657,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,,,,,0.0,,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0
,202,sd_kush_k,-700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sogdiana,127,af_kushan_emp,100,,2477892.277276333,13298301.516084433,150000.0,4.33105498007726,4.834580956590514,3.9096241138302994,5.749466466782789,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,0.0,1.0,,0.0
Sogdiana,127,af_kushan_emp,200,,2451551.1460946193,14310093.690282382,100000.0,4.505751448246466,4.361544971524642,2.864164674254172,5.446919690067606,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,0.0,1.0,,0.0
Sogdiana,127,af_kushan_emp,300,,2420417.5957128606,14706445.556443112,100000.0,4.614857766440381,4.2697783173665025,3.5586629306314173,5.932334314755521,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,0.0,1.0,,0.0
