"NGA","PolID","Time","PropCoded","PolPop","PolTerr","CapPop","AdmLev","MilLev","ReligLev","SettlHier","ProfOfficer","ProfSoldier","ProfPriest","FullTBur","ExamSyst","MeritProm","GovtBldg","Court","LegCode","Judge","Lawyer","Irrigation","WaterSuppl","Market","FoodStor","Road","Bridge","Canal","Port","Mine","Courier","PostStation","PostService","Mnemonic","NonWRecord","WRecord","Script","NonPhWrit","PhAlph","Lists","Calendar","SacrTxt","ReligLit","PractLit","History","Philosophy","SciLit","Fiction","Article","Token","PrecMetal","ForCoin","IndigCoin","PaperCurr","Credit","uniq"
"-999","cn_ganzhou_k",1000,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","in_gauda_k",600,17,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,1,-999,-999,1,-999,-999,"y"
"Crete","gr_crete_geometric",-1000,57,-999,-999,3.77815125038364,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,1,-999,-999,1,1,-999,1,1,0,0,0,-999,1,1,1,-999,1,-999,-999,0,0,0,0,0,0,0,1,1,1,1,0,0,-999,"y"
"Crete","gr_crete_geometric",-900,57,-999,-999,3.77815125038364,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,1,-999,-999,1,1,-999,1,1,0,0,0,-999,1,1,1,-999,1,-999,-999,0,0,0,0,0,0,0,1,1,1,1,0,0,-999,"n"
"Crete","gr_crete_geometric",-800,57,-999,-999,3.77815125038364,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,1,-999,-999,1,1,-999,1,1,0,0,0,-999,1,1,1,-999,1,-999,-999,0,0,0,0,0,0,0,1,1,1,1,0,0,-999,"n"
"-999","de_hohenzollern_3",1900,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"y"
"-999","jo_ghassanid_k",500,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"y"
"-999","jo_ghassanid_k",600,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","af_ghaznavid_emp",1000,17,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,1,1,1,1,1,1,-999,-999,-999,-999,-999,-999,-999,"y"
"Kachi Plain","af_ghur_principality",1100,62,-999,4.84509804001426,4.09546575653359,5,4,1,3,1,1,1,-999,-999,-999,1,1,1,-999,1,-999,-999,1,1,-999,1,-999,0,-999,-999,-999,-999,-999,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-999,-999,-999,-999,1,-999,-999,"y"
"Kachi Plain","af_ghur_principality",1200,64,-999,6.21748394421391,5.39794000867204,5,4,1,3,1,1,1,-999,-999,-999,1,1,1,1,1,-999,-999,1,1,-999,1,-999,1,-999,-999,-999,-999,-999,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-999,-999,-999,-999,1,-999,-999,"y"
"-999","rw_gisaka_k",1700,53,-999,-999,-999,5,-999,-999,2.5,-999,-999,-999,0,0,0,0,-999,-999,-999,-999,-999,-999,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-999,"y"
"-999","rw_gisaka_k",1800,53,-999,-999,-999,5,-999,-999,2.5,-999,-999,-999,0,0,0,0,-999,-999,-999,-999,-999,-999,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-999,"n"
"-999","kr_goguryeo_k",0,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"y"
"-999","kr_goguryeo_k",100,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","kr_goguryeo_k",200,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","kr_goguryeo_k",300,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","kr_goguryeo_k",400,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","kr_goguryeo_k",500,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","kr_goguryeo_k",600,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","ru_golden_horde",1300,89,5.69897000433602,6.77815125038364,4.8750612633917,4.5,6,1,6,-999,-999,0,1,1,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-999,1,1,1,1,0,1,1,0.5,0.5,1,0.5,0.5,0.5,1,1,-999,1,0.5,1,0.5,-999,"y"
"-999","ru_golden_horde",1400,89,5.69897000433602,6.77815125038364,4.8750612633917,4.5,6,1,6,-999,-999,0,1,1,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-999,1,1,1,1,0,1,1,0.5,0.5,1,0.5,0.5,0.5,1,1,-999,1,0.5,1,0.5,-999,"n"
"-999","kr_goryeo_k",1000,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"y"
"-999","kr_goryeo_k",1100,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","kr_goryeo_k",1200,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","lt_lithuania_grand_duc",1300,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"y"
"-999","it_tuscany_grand_duc",1600,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"y"
"-999","it_tuscany_grand_duc",1700,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","it_tuscany_grand_duc",1800,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","ru_moskva_mongolian_period",1300,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"y"
"-999","ru_moskva_mongolian_period",1400,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","ru_moskva_rurik_dyn",1500,83,6.87909587950007,6.19589965240923,3.19033169817029,-999,2.5,4,3,1,1,1,1,-999,-999,-999,1,1,1,0.5,1,1,1,1,1,1,0,0.5,-999,1,0,0,-999,1,1,1,-999,-999,-999,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,"y"
"-999","ru_moskva_rurik_dyn",1600,83,6.97543180850926,6.39794000867204,3.19033169817029,-999,2.5,4,3,1,1,1,1,-999,-999,-999,1,1,1,0.5,1,1,1,1,1,1,0,0.5,-999,1,0,0,-999,1,1,1,-999,-999,-999,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,"y"
"-999","rs_serbia_k",1100,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"y"
"-999","rs_serbia_k",1200,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","rs_serbia_k",1300,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"Middle Yellow River Valley","cn_ming_dyn",1400,98,7.80326621629648,6.5910646070265,5.17609125905568,5,7,3,7,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,-999,"y"
"Middle Yellow River Valley","cn_ming_dyn",1500,98,7.70679200707397,6.65801139665711,5.82736927305382,5,7,3,7,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,-999,"y"
"Middle Yellow River Valley","cn_ming_dyn",1600,98,8,6.56288738129388,5.8488047010518,5,7,3,7,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,-999,"y"
"-999","cz_moravia_k",900,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"y"
"Middle Yellow River Valley","cn_yuan_dyn",1300,92,7.86180613325088,7.2430380486863,5.90308998699194,8,6,3,7,1,1,1,1,1,1,1,1,1,1,1,1,-999,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-999,1,-999,1,1,-999,"y"
"-999","zi_great_zimbabwe",1300,34,-999,4.69897000433602,4.02118929906994,5,-999,5,3,0,0,0,0,0,0,-999,-999,-999,-999,-999,0,-999,1,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,-999,1,-999,-999,-999,"y"
"-999","zi_great_zimbabwe",1400,34,-999,4.69897000433602,4.02118929906994,5,-999,5,3,0,0,0,0,0,0,-999,-999,-999,-999,-999,0,-999,1,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,-999,1,-999,-999,-999,"n"
"-999","zi_great_zimbabwe",1500,34,-999,4.69897000433602,4.02118929906994,5,-999,5,3,0,0,0,0,0,0,-999,-999,-999,-999,-999,0,-999,1,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,-999,1,-999,-999,-999,"n"
"Sogdiana","af_greco_bactrian_k",-200,81,6.2430380486863,5.84509804001426,4.57403126772772,5.5,5,1.5,3,1,1,1,1,0,0,1,-999,1,-999,-999,1,1,1,1,1,-999,0,1,-999,-999,1,1,-999,-999,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-999,1,1,1,0,-999,"y"
"Middle Ganga","in_gupta_emp",400,60,-999,5.92941892571429,5.17609125905568,9,5,5,4.5,-999,1,1,1,-999,-999,1,-999,1,-999,0,1,-999,-999,1,-999,-999,-999,1,1,-999,-999,-999,-999,1,1,1,0,1,-999,1,1,1,1,1,1,1,1,-999,1,-999,-999,1,-999,-999,"y"
"Middle Ganga","in_gupta_emp",500,60,-999,5.92941892571429,5.17609125905568,9,5,5,4.5,-999,1,1,1,-999,-999,1,-999,1,-999,0,1,-999,-999,1,-999,-999,-999,1,1,-999,-999,-999,-999,1,1,1,0,1,-999,1,1,1,1,1,1,1,1,-999,1,-999,-999,1,-999,-999,"n"
"Middle Ganga","in_gurjara_pratihara_dyn",800,43,-999,6,4.90308998699194,-999,-999,-999,-999,1,1,-999,-999,-999,-999,1,-999,-999,-999,0,-999,-999,1,1,1,-999,-999,1,-999,-999,-999,-999,-999,-999,1,1,0,1,-999,1,1,1,1,-999,-999,-999,1,-999,1,-999,-999,1,0,-999,"y"
"Middle Ganga","in_gurjara_pratihara_dyn",900,43,-999,6,4.90308998699194,-999,-999,-999,-999,1,1,-999,-999,-999,-999,1,-999,-999,-999,0,-999,-999,1,1,1,-999,-999,1,-999,-999,-999,-999,-999,-999,1,1,0,1,-999,1,1,1,1,-999,-999,-999,1,-999,1,-999,-999,1,0,-999,"n"
"Middle Ganga","in_gurjara_pratihara_dyn",1000,43,-999,6,4.85733249643127,-999,-999,-999,-999,1,1,-999,-999,-999,-999,1,-999,-999,-999,0,-999,-999,1,1,1,-999,-999,1,-999,-999,-999,-999,-999,-999,1,1,0,1,-999,1,1,1,1,-999,-999,-999,1,-999,1,-999,-999,1,0,-999,"y"
"-999","et_habesha",900,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"y"
"-999","et_habesha",1000,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","et_habesha",1100,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","so_habr_yunis",1300,30,-999,-999,3.54406804435028,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,1,-999,-999,1,1,-999,1,-999,-999,1,-999,-999,-999,-999,-999,-999,1,1,-999,1,-999,1,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"y"
"-999","so_habr_yunis",1400,30,-999,-999,3.54406804435028,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,1,-999,-999,1,1,-999,1,-999,-999,1,-999,-999,-999,-999,-999,-999,1,1,-999,1,-999,1,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","so_habr_yunis",1500,30,-999,-999,3.54406804435028,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,1,-999,-999,1,1,-999,1,-999,-999,1,-999,-999,-999,-999,-999,-999,1,1,-999,1,-999,1,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","so_habr_yunis",1600,30,-999,-999,3.54406804435028,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,1,-999,-999,1,1,-999,1,-999,-999,1,-999,-999,-999,-999,-999,-999,1,1,-999,1,-999,1,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","so_habr_yunis",1700,30,-999,-999,3.54406804435028,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,1,-999,-999,1,1,-999,1,-999,-999,1,-999,-999,-999,-999,-999,-999,1,1,-999,1,-999,1,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","so_habr_yunis",1800,30,-999,-999,3.54406804435028,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,1,-999,-999,1,1,-999,1,-999,-999,1,-999,-999,-999,-999,-999,-999,1,1,-999,1,-999,1,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","et_hadiya_sultanate",1300,17,-999,-999,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,-999,1,1,-999,-999,-999,-999,-999,-999,"y"
"-999","et_hadiya_sultanate",1400,17,-999,-999,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,-999,1,1,-999,-999,-999,-999,-999,-999,"n"
"-999","et_hadiya_sultanate",1500,17,-999,-999,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,-999,1,1,-999,-999,-999,-999,-999,-999,"n"
"-999","et_hadiya_sultanate",1600,17,-999,-999,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,-999,1,1,-999,-999,-999,-999,-999,-999,"n"
"-999","tn_hafsid_dyn",1300,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"y"
"-999","tn_hafsid_dyn",1400,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"Paris Basin","fr_hallstatt_a_b1",-1000,26,2.74036268949424,3,2,1.5,1,1,1.5,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0.5,-999,-999,-999,-999,-999,"y"
"Paris Basin","fr_hallstatt_a_b1",-900,26,2.74036268949424,3,2,1.5,1,1,1.5,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0.5,-999,-999,-999,-999,-999,"n"
"Paris Basin","fr_hallstatt_b2_3",-900,23,-999,3.24303804868629,2.57403126772772,2.5,2,1,2.5,-999,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,"y"
"Paris Basin","fr_hallstatt_b2_3",-800,23,-999,3.24303804868629,2.8750612633917,2.5,2,1,2.5,-999,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,"y"
"Paris Basin","fr_hallstatt_b2_3",-700,23,-999,3.24303804868629,2.57403126772772,2.5,2,1,2.5,-999,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,"y"
"Paris Basin","fr_hallstatt_c",-700,28,3.60205999132796,3.43933269383026,3.60205999132796,3.5,2,1,2.5,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,"y"
"Paris Basin","fr_hallstatt_c",-600,28,3.60205999132796,3.43933269383026,3.60205999132796,3.5,2,1,2.5,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,"n"
"Paris Basin","fr_hallstatt_d",-600,34,-999,3.8750612633917,3.69897000433602,3.5,2,1,2.5,0,0,-999,0,0,0,0,-999,-999,-999,-999,-999,-999,1,1,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,0,-999,-999,-999,"y"
"Paris Basin","fr_hallstatt_d",-500,34,-999,3.8750612633917,3.69897000433602,3.5,2,1,2.5,0,0,-999,0,0,0,0,-999,-999,-999,-999,-999,-999,1,1,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,0,-999,-999,-999,"n"
"-999","th_haribhunjaya_k",700,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"y"
"-999","th_haribhunjaya_k",800,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","th_haribhunjaya_k",900,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
"-999","th_haribhunjaya_k",1000,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"n"
