NGA,PolityID,PolityName,Section,Subsection,value_from,value_to,year_from,year_to,is_disputed,is_uncertain
Konya Plain,157.0,tr_konya_lnl,sc,professional-priesthoods,unknown,,,,False,False
Sogdiana,127.0,af_kushan_emp,sc,professional-priesthoods,present,,,,False,False
,53.0,pa_la_mula_sarigua,sc,professional-priesthoods,uncoded,,,,False,False
Paris Basin,453.0,fr_la_tene_a_b1,sc,professional-priesthoods,unknown,,,,False,False
Paris Basin,454.0,fr_la_tene_b2_c1,sc,professional-priesthoods,present,,,,False,False
Paris Basin,455.0,fr_la_tene_c2_d,sc,professional-priesthoods,present,,,,False,False
,355.0,iq_lakhmid_k,sc,professional-priesthoods,present,,,,False,False
Garo Hills,112.0,in_achik_2,sc,professional-priesthoods,absent,,,,False,False
Cambodian Basin,42.0,kh_angkor_3,sc,professional-priesthoods,present,,,,False,False
Konya Plain,170.0,tr_cappadocia_2,sc,professional-priesthoods,present,,,,False,False
Basin of Mexico,10.0,mx_basin_of_mexico_5,sc,professional-priesthoods,present,,,,False,False
,56.0,pa_cocle_3,sc,professional-priesthoods,uncoded,,,,False,False
Orkhon Valley,443.0,mn_mongol_late,sc,professional-priesthoods,present,,,,False,False
Middle Yellow River Valley,2.0,cn_qing_dyn_2,sc,professional-priesthoods,present,,,,False,False
Latium,184.0,it_roman_rep_3,sc,professional-priesthoods,present,,,,False,False
Middle Yellow River Valley,243.0,cn_late_shang_dyn,sc,professional-priesthoods,present,,,,False,False
,560.0,bo_tiwanaku_2,sc,professional-priesthoods,present,,,,False,False
Orkhon Valley,274.0,mn_hunnu_late,sc,professional-priesthoods,absent,,,,False,False
,257.0,cn_later_qin_dyn,sc,professional-priesthoods,present,,,,False,False
Niger Inland Delta,224.0,mr_wagadu_3,sc,professional-priesthoods,present,,,,False,False
Latium,179.0,it_latium_ba,sc,professional-priesthoods,absent,,,,False,False
Latium,178.0,it_latium_ca,sc,professional-priesthoods,absent,,,,False,False
Latium,180.0,it_latium_ia,sc,professional-priesthoods,present,,,,False,False
,329,es_leon_castille,sc,professional-priesthoods,present,,,,False,False
,305.0,it_lombard_k,sc,professional-priesthoods,present,,,,False,False
Middle Yellow River Valley,420.0,cn_longshan,sc,professional-priesthoods,unknown,,,,False,False
Konya Plain,169.0,tr_lysimachus_k,sc,professional-priesthoods,present,,,,False,False
Middle Ganga,87.0,in_mauryan_emp,sc,professional-priesthoods,present,,,,False,False
Middle Ganga,384.0,in_mahajanapada,sc,professional-priesthoods,present,,,,False,False
Central Java,50.0,id_majapahit_k,sc,professional-priesthoods,present,,,,False,False
,212.0,sd_makuria_k_1,sc,professional-priesthoods,present,,,,False,False
,215.0,sd_makuria_k_2,sc,professional-priesthoods,present,,,,False,False
,219.0,sd_makuria_k_3,sc,professional-priesthoods,present,,,,False,False
,383.0,my_malacca_sultanate,sc,professional-priesthoods,present,,,,False,False
,235.0,my_malacca_sultanate_22222,sc,professional-priesthoods,present,,,,False,False
Niger Inland Delta,229.0,ml_mali_emp,sc,professional-priesthoods,present,,,,False,False
,776,mw_maravi_emp,sc,professional-priesthoods,present,,,,False,False
Central Java,51.0,id_mataram_k,sc,professional-priesthoods,present,,,,False,False
,209.0,ma_mauretania,sc,professional-priesthoods,present,,,,False,False
Central Java,48.0,id_medang_k,sc,professional-priesthoods,present,,,,False,False
,345.0,ir_median_emp,sc,professional-priesthoods,present,,,,False,False
Konya Plain,161.0,tr_central_anatolia_mba,sc,professional-priesthoods,present,,,,False,False
Basin of Mexico,9.0,mx_basin_of_mexico_4,sc,professional-priesthoods,absent,,,,False,False
,55.0,pa_cocle_2,sc,professional-priesthoods,uncoded,,,,False,False
Paris Basin,306.0,fr_merovingian_emp_2,sc,professional-priesthoods,present,,,,False,False
Basin of Mexico,15.0,mx_basin_of_mexico_10,sc,professional-priesthoods,present,,,,False,False
Latium,183.0,it_roman_rep_2,sc,professional-priesthoods,present,,,,False,False
Niger Inland Delta,216.0,mr_wagadu_2,sc,professional-priesthoods,present,,,,False,False
,615.0,ni_nok_2,sc,professional-priesthoods,absent,,,,False,False
,612.0,ni_nok_1,sc,professional-priesthoods,absent,,,,False,False
,52.0,pa_monagrillo,sc,professional-priesthoods,uncoded,,,,False,False
Orkhon Valley,267.0,mn_mongol_emp,sc,professional-priesthoods,present,,,,False,False
Crete,63,gr_crete_mono_palace,sc,professional-priesthoods,present,,,,False,False
Valley of Oaxaca,527.0,mx_monte_alban_2,sc,professional-priesthoods,present,,,,False,False
Valley of Oaxaca,528.0,mx_monte_alban_3_a,sc,professional-priesthoods,present,,,,False,False
Valley of Oaxaca,529.0,mx_monte_alban_3_b_4,sc,professional-priesthoods,present,,,,False,False
Valley of Oaxaca,526.0,mx_monte_alban_1_late,sc,professional-priesthoods,present,,,,False,False
Valley of Oaxaca,532.0,mx_monte_alban_5,sc,professional-priesthoods,present,,,,False,False
,531.0,mx_monte_alban_5_b,sc,professional-priesthoods,present,,,,False,False
Kachi Plain,98.0,in_mughal_emp,sc,professional-priesthoods,unknown,,,,False,False
,626.0,zi_mutapa,sc,professional-priesthoods,present,,,,False,False
,566.0,fr_france_napoleonic,sc,professional-priesthoods,present,,,,False,False
Upper Egypt,511.0,eg_naqada_1,sc,professional-priesthoods,absent,,,,False,False
Upper Egypt,512.0,eg_naqada_2,sc,professional-priesthoods,absent,,,,False,False
,263.0,jp_nara,sc,professional-priesthoods,present,,,,False,False
Southern Mesopotamia,106.0,iq_neo_assyrian_emp,sc,professional-priesthoods,present,,,,False,False
Southern Mesopotamia,346.0,iq_neo_babylonian_emp,sc,professional-priesthoods,present,,,,False,False
Konya Plain,165.0,tr_neo_hittite_k,sc,professional-priesthoods,present,,,,False,False
Crete,59.0,gr_crete_nl,sc,professional-priesthoods,absent,,,,False,False
Crete,62.0,gr_crete_new_palace,sc,professional-priesthoods,present,,,,False,False
,586.0,gb_england_norman,sc,professional-priesthoods,present,,,,False,False
,775.0,mw_northern_maravi_k,sc,professional-priesthoods,present,,,,False,False
,775.0,mw_northern_maravi_k,sc,professional-priesthoods,present,,,,False,False
Middle Yellow River Valley,425.0,cn_northern_song_dyn,sc,professional-priesthoods,present,,,,False,False
Middle Yellow River Valley,258.0,cn_northern_wei_dyn,sc,professional-priesthoods,absent,,,,False,False
,313.0,ru_novgorod_land,sc,professional-priesthoods,present,,,,False,False
,206.0,dz_numidia,sc,professional-priesthoods,present,,,,False,False
Valley of Oaxaca,524.0,mx_rosario,sc,professional-priesthoods,unknown,,,,False,False
Valley of Oaxaca,523.0,mx_san_jose,sc,professional-priesthoods,absent,,,,False,False
Valley of Oaxaca,522.0,mx_tierras_largas,sc,professional-priesthoods,absent,,,,False,False
Crete,61.0,gr_crete_old_palace,sc,professional-priesthoods,unknown,,,,False,False
Cahokia,29.0,us_oneota,sc,professional-priesthoods,absent,,,,False,False
Oro PNG,446.0,pg_orokaiva_colonial,sc,professional-priesthoods,absent,,,,False,False
Oro PNG,445.0,pg_orokaiva_pre_colonial,sc,professional-priesthoods,absent,,,,False,False
Latium,186.0,it_ostrogoth_k,sc,professional-priesthoods,present,,,,False,False
Konya Plain,173.0,tr_ottoman_emirate,sc,professional-priesthoods,present,,,,False,False
Konya Plain,174.0,tr_ottoman_emp_1,sc,professional-priesthoods,present,,,,False,False
Konya Plain,175.0,tr_ottoman_emp_2,sc,professional-priesthoods,present,,,,False,False
Konya Plain,176.0,tr_ottoman_emp_3,sc,professional-priesthoods,present,,,,False,False
Konya Plain,177.0,tr_ottoman_emp_4,sc,professional-priesthoods,present,,,,False,False
,542.0,tr_ottoman_emp_4_copy,sc,professional-priesthoods,present,,,,False,False
,663.0,ni_oyo_emp_1,sc,professional-priesthoods,unknown,,,,False,False
Latium,192.0,it_papal_state_3,sc,professional-priesthoods,present,,,,False,False
Latium,193.0,it_papal_state_4,sc,professional-priesthoods,present,,,,False,False
Latium,190.0,it_papal_state_1,sc,professional-priesthoods,present,,,,False,False
Latium,191.0,it_papal_state_2,sc,professional-priesthoods,present,,,,False,False
Susiana,125.0,ir_parthian_emp_1,sc,professional-priesthoods,present,,,,False,False
Southern Mesopotamia,483.0,iq_parthian_emp_2,sc,professional-priesthoods,present,,,,False,False
Galilee,104.0,lb_phoenician_emp,sc,professional-priesthoods,present,,,,False,False
Konya Plain,166.0,tr_phrygian_k,sc,professional-priesthoods,unknown,,,,False,False
,579.0,gb_england_plantagenet,sc,professional-priesthoods,present,,,,False,False
,708.0,pt_portuguese_emp_1,sc,professional-priesthoods,present,,,,False,False
,708.0,pt_portuguese_emp_1,sc,professional-priesthoods,present,,,,False,False
Deccan,88.0,in_post_mauryan_k,sc,professional-priesthoods,present,,,,False,False
Crete,64.0,gr_crete_post_palace_1,sc,professional-priesthoods,present,,,,False,False
Susiana,485.0,ir_susiana_pre_ceramic,sc,professional-priesthoods,absent,,,,False,False
,773.0,mw_pre_maravi,sc,professional-priesthoods,uncoded,,,,False,False
,773.0,mw_pre_maravi,sc,professional-priesthoods,uncoded,,,,False,False
Paris Basin,456.0,fr_merovingian_emp_3,sc,professional-priesthoods,present,,,,False,False
Paris Basin,457.0,fr_capetian_k_1,sc,professional-priesthoods,present,,,,False,False
Upper Egypt,109.0,eg_ptolemaic_k_1,sc,professional-priesthoods,present,,,,False,False
Upper Egypt,207.0,eg_ptolemaic_k_2,sc,professional-priesthoods,present,,,,False,False
Susiana,509.0,ir_qajar_dyn,sc,professional-priesthoods,present,,,,False,False
Yemeni Coastal Plain,539.0,ye_qatabanian_commonwealth,sc,professional-priesthoods,present,,,,False,False
,250.0,cn_qin_emp,sc,professional-priesthoods,absent,,,,False,False
,250.0,cn_qin_emp,sc,professional-priesthoods,absent,,,,False,False
Deccan,93.0,in_rashtrakuta_emp,sc,professional-priesthoods,present,,,,False,False
Yemeni Coastal Plain,368.0,ye_rasulid_dyn,sc,professional-priesthoods,present,,,,False,False
Cambodian Basin,45.0,th_rattanakosin,sc,professional-priesthoods,present,,,,False,False
Latium,188.0,it_st_peter_rep_1,sc,professional-priesthoods,present,,,,False,False
Crete,544.0,it_venetian_rep_3,sc,professional-priesthoods,present,,,,False,False
Crete,545.0,it_venetian_rep_4,sc,professional-priesthoods,present,,,,False,False
Konya Plain,71.0,tr_roman_dominate,sc,professional-priesthoods,present,,,,False,False
Latium,70.0,it_roman_principate,sc,professional-priesthoods,present,,,,False,False
Latium,181.0,it_roman_k,sc,professional-priesthoods,present,,,,False,False
Latium,189.0,it_st_peter_rep_2,sc,professional-priesthoods,present,,,,False,False
Orkhon Valley,278.0,mn_rouran_khaganate,sc,professional-priesthoods,present,,,,False,False
Konya Plain,171.0,tr_rum_sultanate,sc,professional-priesthoods,present,,,,False,False
,600.0,ru_romanov_dyn_1,sc,professional-priesthoods,A~P,,1614,1700,False,False
,600.0,ru_romanov_dyn_1,sc,professional-priesthoods,present,,1700,1775,False,False
,571.0,ru_romanov_dyn_2,sc,professional-priesthoods,present,,,,False,False
,293.0,ua_russian_principate,sc,professional-priesthoods,uncoded,,,,False,False
Niger Inland Delta,432.0,ma_saadi_sultanate,sc,professional-priesthoods,present,,,,False,False
Susiana,374.0,ir_safavid_emp,sc,professional-priesthoods,present,,,,False,False
Lena River Valley,194.0,ru_sakha_early,sc,professional-priesthoods,absent,,,,False,False
Lena River Valley,195.0,ru_sakha_late,sc,professional-priesthoods,absent,,,,False,False
Sogdiana,287.0,uz_samanid_emp,sc,professional-priesthoods,present,,,,False,False
Susiana,128.0,ir_sassanid_emp_1,sc,professional-priesthoods,present,,,,False,False
Susiana,130.0,ir_sassanid_emp_2,sc,professional-priesthoods,present,,,,False,False
Deccan,89.0,in_satavahana_emp,sc,professional-priesthoods,present,,,,False,False
Southern Mesopotamia,480.0,iq_isin_dynasty2,sc,professional-priesthoods,present,,,,False,False
Orkhon Valley,440.0,mn_turk_khaganate_2,sc,professional-priesthoods,present,,,,False,False
Niger Inland Delta,433.0,ml_segou_k,sc,professional-priesthoods,absent,,,,False,False
Southern Mesopotamia,108.0,ir_seleucid_emp,sc,professional-priesthoods,present,,,,False,False
Susiana,364.0,ir_seljuk_sultanate,sc,professional-priesthoods,present,,,,False,False
Orkhon Valley,439.0,mn_shiwei,sc,professional-priesthoods,absent,,,,False,False
Lowland Andes,196.0,ec_shuar_1,sc,professional-priesthoods,absent,,,,False,False
Lowland Andes,197.0,ec_shuar_2,sc,professional-priesthoods,absent,,,,False,False
Kachi Plain,133.0,pk_sind_abbasid_fatimid,sc,professional-priesthoods,present,,,,False,False
Kachi Plain,136.0,pk_samma_dyn,sc,professional-priesthoods,absent,,,,False,False
Sogdiana,468.0,uz_sogdiana_city_states,sc,professional-priesthoods,present,,,,False,False
,666.0,ni_sokoto_cal,sc,professional-priesthoods,present,,,,False,False
,237.0,ml_songhai_1,sc,professional-priesthoods,absent,,,,False,False
Niger Inland Delta,242.0,ml_songhai_2,sc,professional-priesthoods,present,,,,False,False
,259.0,cn_southern_qi_dyn,sc,professional-priesthoods,present,,,,False,False
,426.0,cn_southern_song_dyn,sc,professional-priesthoods,present,,,,False,False
Cuzco,84.0,es_spanish_emp_1,sc,professional-priesthoods,present,,,,False,False
,570.0,es_spanish_emp_2,sc,professional-priesthoods,present,,1716,1814,False,False
Middle Yellow River Valley,260.0,cn_sui_dyn,sc,professional-priesthoods,absent,,,,False,False
,380.0,th_sukhotai,sc,professional-priesthoods,present,,,,False,False
Susiana,492,ir_susa_1,sc,professional-priesthoods,present,,,,False,False
Susiana,493.0,ir_susa_2,sc,professional-priesthoods,present,,,,False,False
Susiana,494.0,ir_susa_3,sc,professional-priesthoods,unknown,,,,False,False
Susiana,494.0,ir_susa_3,sc,professional-priesthoods,unknown,,,,False,False
Susiana,490.0,ir_susiana_ubaid_1,sc,professional-priesthoods,present,,,,False,True
Susiana,490.0,ir_susiana_ubaid_1,sc,professional-priesthoods,absent,,,,False,True
Susiana,491.0,ir_susiana_ubaid_2,sc,professional-priesthoods,present,,,,False,False
Susiana,487.0,ir_susiana_archaic,sc,professional-priesthoods,absent,,,,False,False
Susiana,488.0,ir_susiana_a,sc,professional-priesthoods,absent,,,,False,False
Susiana,489.0,ir_susiana_b,sc,professional-priesthoods,present,,,,False,True
Susiana,489.0,ir_susiana_b,sc,professional-priesthoods,absent,,,,False,True
,217.0,dz_tahert,sc,professional-priesthoods,present,,,,False,False
North Colombia,436.0,co_tairona,sc,professional-priesthoods,present,,,,False,False
North Colombia,436.0,co_tairona,sc,professional-priesthoods,present,,,,False,False
Middle Yellow River Valley,261.0,cn_tang_dyn_1,sc,professional-priesthoods,present,,,,False,False
Middle Yellow River Valley,264.0,cn_tang_dyn_2,sc,professional-priesthoods,present,,,,False,False
Basin of Mexico,11.0,mx_basin_of_mexico_6,sc,professional-priesthoods,present,,,,False,False
Crete,74.0,gr_crete_emirate,sc,professional-priesthoods,present,,,,False,False
,271.0,ua_skythian_k_3,sc,professional-priesthoods,present,,,,False,False
Sogdiana,370.0,uz_timurid_emp,sc,professional-priesthoods,present,,,,False,False
,230.0,dz_tlemcen,sc,professional-priesthoods,present,,,,False,False
Sogdiana,467.0,af_tocharian,sc,professional-priesthoods,present,,,,False,False
Sogdiana,467.0,af_tocharian,sc,professional-priesthoods,present,,,,False,False
Kansai,152.0,jp_tokugawa_shogunate,sc,professional-priesthoods,present,,,,False,False
Basin of Mexico,14.0,mx_toltec,sc,professional-priesthoods,present,,,,False,False
,625.0,zi_torwa_rozvi,sc,professional-priesthoods,present,,,,False,False
Southern Mesopotamia,473.0,iq_ubaid,sc,professional-priesthoods,unknown,,,,False,False
Orkhon Valley,286.0,mn_uygur_khaganate,sc,professional-priesthoods,present,,,,False,False
Southern Mesopotamia,131.0,sy_umayyad_cal,sc,professional-priesthoods,absent,,,,False,True
Southern Mesopotamia,131.0,sy_umayyad_cal,sc,professional-priesthoods,present,,,,False,True
Southern Mesopotamia,474.0,iq_uruk,sc,professional-priesthoods,unknown,,,,False,False
,575.0,us_united_states_of_america_reconstruction,sc,professional-priesthoods,present,,,,False,False
Deccan,90.0,in_vakataka_k,sc,professional-priesthoods,present,,,,False,False
,375.0,cn_viet_baiyu_k,sc,professional-priesthoods,present,,,,False,False
Deccan,97.0,in_vijayanagara_emp,sc,professional-priesthoods,present,,,,False,False
Cuzco,80.0,pe_wari_emp,sc,professional-priesthoods,present,,,,False,False
Kansai,150.0,jp_sengoku_jidai,sc,professional-priesthoods,present,,,,False,False
,240.0,ma_wattasid_dyn,sc,professional-priesthoods,present,,,,False,False
,547.0,cn_wei_k,sc,professional-priesthoods,present,,,,False,False
,617.0,bf_west_burkina_faso_red_2,sc,professional-priesthoods,unknown,,,,False,False
,618.0,bf_west_burkina_faso_red_4,sc,professional-priesthoods,unknown,,,,False,False
,613.0,bf_west_burkina_faso_yellow_5,sc,professional-priesthoods,absent,,,,False,False
,622.0,bf_west_burkina_faso_yellow_6,sc,professional-priesthoods,unknown,,,,False,False
Middle Yellow River Valley,251.0,cn_western_han_dyn,sc,professional-priesthoods,absent,,,,False,False
Middle Yellow River Valley,254.0,cn_western_jin_dyn,sc,professional-priesthoods,absent,,,,False,False
Latium,185.0,it_western_roman_emp,sc,professional-priesthoods,present,,,,False,False
Sogdiana,282.0,kg_western_turk_khaganate,sc,professional-priesthoods,present,,,,False,False
Middle Yellow River Valley,244.0,cn_western_zhou_dyn,sc,professional-priesthoods,present,,,,False,False
,662.0,ni_whydah_k,sc,professional-priesthoods,present,,,,False,False
,673.0,ni_wukari_fed,sc,professional-priesthoods,present,,,,False,False
Orkhon Valley,438.0,mn_xianbei,sc,professional-priesthoods,unknown,,,,False,False
Orkhon Valley,272.0,mn_hunnu_emp,sc,professional-priesthoods,absent,,,,False,False
,291.0,cn_xixia,sc,professional-priesthoods,present,,,,False,False
,408.0,in_yadava_dyn,sc,professional-priesthoods,present,,,,False,False
Middle Yellow River Valley,419.0,cn_yangshao,sc,professional-priesthoods,unknown,,,,False,False
Galilee,110.0,il_judea,sc,professional-priesthoods,present,,,,False,False
Yemeni Coastal Plain,365.0,ye_warlords,sc,professional-priesthoods,present,,,,False,False
Yemeni Coastal Plain,541.0,ye_qasimid_dyn,sc,professional-priesthoods,absent,,,,False,False
Yemeni Coastal Plain,372.0,ye_tahirid_dyn,sc,professional-priesthoods,present,,,,False,False
Yemeni Coastal Plain,359.0,ye_ziyad_dyn,sc,professional-priesthoods,present,,,,False,False
Galilee,105.0,il_yisrael,sc,professional-priesthoods,present,,,,False,False
,279.0,kz_yueban,sc,professional-priesthoods,unknown,,,,False,False
,227.0,et_zagwe,sc,professional-priesthoods,present,,,,False,False
,222.0,tn_zirid_dyn,sc,professional-priesthoods,present,,,,False,False
Orkhon Valley,444.0,mn_zungharian_emp,sc,professional-priesthoods,present,,,,False,False
,668.0,ni_nri_k,sc,professional-priesthoods,present,,,,False,False
Southern Mesopotamia,132.0,iq_abbasid_cal_1,sc,full-time-bureaucrats,present,,,,False,False
Southern Mesopotamia,484.0,iq_abbasid_cal_2,sc,full-time-bureaucrats,unknown,,,,False,False
Susiana,107.0,ir_achaemenid_emp,sc,full-time-bureaucrats,present,,,,False,False
Susiana,508.0,ir_ak_koyunlu,sc,full-time-bureaucrats,absent,,1339,1397,False,False
Susiana,508.0,ir_ak_koyunlu,sc,full-time-bureaucrats,present,,1398,1501,False,False
Ghanaian Coast,113.0,gh_akan,sc,full-time-bureaucrats,absent,,,,False,False
Southern Mesopotamia,476,iq_akkad_emp,sc,full-time-bureaucrats,present,,,,False,False
,578.0,mo_alawi_dyn_1,sc,full-time-bureaucrats,present,,,,False,False
,223.0,ma_almoravid_dyn,sc,full-time-bureaucrats,present,,,,False,False
,574.0,gb_anglo_saxon_1,sc,full-time-bureaucrats,present,,,,False,False
,563.0,us_antebellum,sc,full-time-bureaucrats,present,,,,False,False
,629.0,sl_anuradhapura_4,sc,full-time-bureaucrats,present,,,,False,False
Basin of Mexico,6.0,mx_basin_of_mexico_1,sc,full-time-bureaucrats,unknown,,,,False,False
Crete,67.0,gr_crete_archaic,sc,full-time-bureaucrats,present,,,,False,False
,351.0,am_artaxiad_dyn,sc,full-time-bureaucrats,present,,,,False,False
Ghanaian Coast,114.0,gh_ashanti_emp,sc,full-time-bureaucrats,present,,,,False,False
Kansai,149.0,jp_ashikaga,sc,full-time-bureaucrats,present,,,,False,False
Kansai,146.0,jp_asuka,sc,full-time-bureaucrats,present,,,,False,False
Paris Basin,448.0,fr_atlantic_complex,sc,full-time-bureaucrats,unknown,,,,False,False
,565.0,at_habsburg_1,sc,full-time-bureaucrats,present,,,,False,False
,567.0,at_habsburg_2,sc,full-time-bureaucrats,present,,1867,1918,False,False
,567.0,at_habsburg_2,sc,full-time-bureaucrats,present,,,,False,False
,284.0,hu_avar_khaganate,sc,full-time-bureaucrats,present,,,,False,False
Yemeni Coastal Plain,208.0,et_aksum_emp_1,sc,full-time-bureaucrats,present,,,,False,False
,210.0,et_aksum_emp_2,sc,full-time-bureaucrats,present,,,,False,False
,210.0,et_aksum_emp_2,sc,full-time-bureaucrats,present,,,,False,False
,213.0,et_aksum_emp_3,sc,full-time-bureaucrats,present,,,,False,False
,213.0,et_aksum_emp_3,sc,full-time-bureaucrats,present,,,,False,False
Cambodian Basin,44.0,th_ayutthaya,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,367.0,eg_ayyubid_sultanate,sc,full-time-bureaucrats,present,,,,False,False
Basin of Mexico,16.0,mx_aztec_emp,sc,full-time-bureaucrats,present,,,,False,False
Upper Egypt,510.0,eg_badarian,sc,full-time-bureaucrats,absent,,,,False,False
,379.0,mm_bagan,sc,full-time-bureaucrats,unknown,,1044,1099,False,False
,379.0,mm_bagan,sc,full-time-bureaucrats,present,,1100,1274,False,False
,379.0,mm_bagan,sc,full-time-bureaucrats,present,,1175,1287,False,False
Niger Inland Delta,434.0,ml_bamana_k,sc,full-time-bureaucrats,unknown,,,,False,False
Niger Inland Delta,434.0,ml_bamana_k,sc,full-time-bureaucrats,unknown,,,,False,False
,226.0,ib_banu_ghaniya,sc,full-time-bureaucrats,present,,,,False,False
,226.0,ib_banu_ghaniya,sc,full-time-bureaucrats,present,,,,False,False
Paris Basin,447,fr_beaker_eba,sc,full-time-bureaucrats,unknown,,,,False,False
,409.0,bd_bengal_sultanate,sc,full-time-bureaucrats,present,,,,False,False
,672.0,ni_benin_emp,sc,full-time-bureaucrats,present,,,,False,False
,535.0,ug_bunyoro_k_2,sc,full-time-bureaucrats,absent,,,,False,False
,535.0,ug_bunyoro_k_2,sc,full-time-bureaucrats,absent,,,,False,False
Deccan,587.0,gb_british_emp_1,sc,full-time-bureaucrats,present,,,,False,False
,786.0,gb_british_emp_2,sc,full-time-bureaucrats,present,,,,False,False
,683.0,ug_buganda_k_2,sc,full-time-bureaucrats,absent,,,,False,False
,694.0,rw_bugesera_k,sc,full-time-bureaucrats,absent,,,,False,False
,696.0,tz_buhayo_k,sc,full-time-bureaucrats,absent,,,,False,False
,308.0,bg_bulgaria_early,sc,full-time-bureaucrats,present,,,,False,True
,308.0,bg_bulgaria_early,sc,full-time-bureaucrats,absent,,,,False,True
,312.0,bg_bulgaria_medieval,sc,full-time-bureaucrats,present,,,,False,True
,312.0,bg_bulgaria_medieval,sc,full-time-bureaucrats,absent,,,,False,True
,690.0,bu_burundi_k,sc,full-time-bureaucrats,absent,,,,False,False
Susiana,362.0,ir_buyid_confederation,sc,full-time-bureaucrats,present,,,,False,False
Konya Plain,73.0,tr_byzantine_emp_1,sc,full-time-bureaucrats,present,,,,False,False
Konya Plain,75.0,tr_byzantine_emp_2,sc,full-time-bureaucrats,present,,,,False,False
Crete,76.0,tr_byzantine_emp_3,sc,full-time-bureaucrats,present,,,,False,False
Cahokia,22.0,us_woodland_1,sc,full-time-bureaucrats,absent,,,,False,False
Cahokia,27.0,us_emergent_mississippian_1,sc,full-time-bureaucrats,absent,,,,False,False
Cahokia,34.0,us_emergent_mississippian_2,sc,full-time-bureaucrats,absent,,,,False,False
Cahokia,24,us_woodland_3,sc,full-time-bureaucrats,absent,,,,False,False
Cahokia,25.0,us_woodland_4,sc,full-time-bureaucrats,absent,,,,False,False
Cahokia,26,us_woodland_5,sc,full-time-bureaucrats,absent,,,,False,False
Cahokia,32.0,us_cahokia_1,sc,full-time-bureaucrats,absent,,,,False,False
Cahokia,23.0,us_woodland_2,sc,full-time-bureaucrats,absent,,,,False,False
Cahokia,33.0,us_cahokia_2,sc,full-time-bureaucrats,absent,,,,False,False
Cahokia,28.0,us_cahokia_3,sc,full-time-bureaucrats,absent,,,,False,False
Galilee,103.0,il_canaan,sc,full-time-bureaucrats,unknown,,,,False,False
Paris Basin,309.0,fr_carolingian_emp_1,sc,full-time-bureaucrats,unknown,,,,False,False
Paris Basin,311.0,fr_carolingian_emp_2,sc,full-time-bureaucrats,present,,,,False,False
Sogdiana,296.0,uz_chagatai_khanate,sc,full-time-bureaucrats,present,,,,False,False
Deccan,92.0,in_badami_chalukya_emp,sc,full-time-bureaucrats,present,,,,False,False
Deccan,94.0,in_kalyani_chalukya_emp,sc,full-time-bureaucrats,unknown,,,,False,False
,780.0,bd_chandra_dyn,sc,full-time-bureaucrats,present,,,,False,False
Cambodian Basin,39.0,kh_chenla,sc,full-time-bureaucrats,present,,,,False,False
,246.0,cn_chu_dyn_spring_autumn,sc,full-time-bureaucrats,present,,,,False,False
Middle Yellow River Valley,249.0,cn_chu_k_warring_states,sc,full-time-bureaucrats,present,,,,False,False
Chuuk Islands,57.0,fm_truk_1,sc,full-time-bureaucrats,absent,,,,False,False
Chuuk Islands,58.0,fm_truk_2,sc,full-time-bureaucrats,present,,,,False,False
Cambodian Basin,41.0,kh_angkor_2,sc,full-time-bureaucrats,present,,,,False,False
Crete,68.0,gr_crete_classical,sc,full-time-bureaucrats,present,,,,False,False
,299.0,ru_crimean_khanate,sc,full-time-bureaucrats,present,,,,False,False
Cuzco,78.0,pe_cuzco_2,sc,full-time-bureaucrats,absent,,,,False,False
Cuzco,79.0,pe_cuzco_3,sc,full-time-bureaucrats,unknown,,,,False,False
Cuzco,77.0,pe_cuzco_1,sc,full-time-bureaucrats,unknown,,,,False,False
Cuzco,81.0,pe_cuzco_5,sc,full-time-bureaucrats,absent,,,,False,False
Cuzco,82.0,pe_cuzco_6,sc,full-time-bureaucrats,present,,,,False,False
Deccan,86.0,in_deccan_ia,sc,full-time-bureaucrats,unknown,,,,False,False
Deccan,85.0,in_deccan_nl,sc,full-time-bureaucrats,unknown,,,,False,False
Kachi Plain,135.0,in_delhi_sultanate,sc,full-time-bureaucrats,present,,,,False,False
,307.0,fr_aquitaine_duc_1,sc,full-time-bureaucrats,present,,,,False,False
Kachi Plain,137.0,af_durrani_emp,sc,full-time-bureaucrats,absent,,,,False,False
Southern Mesopotamia,482.0,iq_dynasty_e,sc,full-time-bureaucrats,present,,,,False,False
Garo Hills,111.0,in_achik_1,sc,full-time-bureaucrats,absent,,,,False,False
Cambodian Basin,40.0,kh_angkor_1,sc,full-time-bureaucrats,present,,,,False,False
Southern Mesopotamia,475,iq_early_dynastic,sc,full-time-bureaucrats,unknown,,,,False,False
,715.0,tz_east_africa_ia_1,sc,full-time-bureaucrats,absent,,,,False,False
,715.0,tz_east_africa_ia_1,sc,full-time-bureaucrats,absent,,,,False,False
,715.0,tz_east_africa_ia_1,sc,full-time-bureaucrats,absent,,,,False,False
Basin of Mexico,8.0,mx_basin_of_mexico_3,sc,full-time-bureaucrats,absent,,,,False,False
,54.0,pa_cocle_1,sc,full-time-bureaucrats,absent,,,,False,False
Cahokia,30.0,us_early_illinois_confederation,sc,full-time-bureaucrats,uncoded,,,,False,False
Paris Basin,304.0,fr_merovingian_emp_1,sc,full-time-bureaucrats,absent,,,,False,False
